run_id,total_days
0,35.952950136777545
1,36.25648522518299
2,31.81390810134606
3,29.37420695898394
4,35.12273187233567
5,35.39564423878869
6,34.21775270806395
7,35.448162401198296
8,31.077805408245943
9,30.48903581425487
10,30.654498700481163
11,35.76118793717877
12,32.77199207768141
13,29.658885860722773
14,31.58232672313789
15,29.19289807712158
16,30.42440400994081
17,32.807606896437655
18,33.97096873578697
19,31.622525538432086
20,32.117326296343165
21,34.26858130884411
22,34.611603055370246
23,28.643395947497947
24,33.07096456794279
25,25.985075800245937
26,34.67318077314971
27,31.443409090025394
28,36.65859258789796
29,29.079609371055284
30,31.44223018248873
31,31.429408512356673
32,35.51636814914088
33,33.66547484010071
34,35.63025217452492
35,28.47711548341659
36,28.077872050276362
37,30.738792241179045
38,33.974875715829484
39,34.04986647274662
40,32.546045059687906
41,30.522418299622426
42,32.673787178351574
43,26.373713939688447
44,29.111070541228116
45,31.461324244920892
46,34.12383423924907
47,28.984883109246887
48,34.85073962038636
49,34.35505506222305
50,30.034229226393403
51,32.283466277325125
52,36.556654432667784
53,35.72460963532925
54,35.65482723635426
55,30.163648137654462
56,36.882200843171326
57,32.342517117630166
58,32.24117587366172
59,30.91688013831135
60,34.83516427942151
61,34.49787398272701
62,30.833702830025008
63,32.786641896530796
64,32.78978308857765
65,32.38431514356343
66,31.868417540917047
67,33.22002510947562
68,32.092852815864106
69,26.693520673452323
70,33.40184346825734
71,33.47199869205977
72,34.39886224348064
73,32.12882733133984
74,33.22667883202685
75,33.479113224655414
76,30.550142884058047
77,32.93026455432151
78,28.47496005250658
79,31.36889853800802
80,31.314817743047833
81,34.272438969400426
82,30.246818852022965
83,31.23293981890488
84,31.537223219339744
85,28.148526862537782
86,37.143122329798096
87,31.3187899027975
88,31.77148861741573
89,30.445249668219656
90,29.78702250156448
91,29.462600646707934
92,33.97404451984578
93,30.39173597251974
94,34.365393640861505
95,34.184385417840055
96,35.780896113494
97,30.683378227814195
98,30.12692234492372
99,36.44799050388947
100,33.64391046887848
101,36.62666443873152
102,29.100726431832594
103,31.57588490429949
104,32.96041188270291
105,32.39285828956123
106,32.435033960323985
107,38.03515014804833
108,32.09822760573849
109,33.23187196279591
110,33.10160051371533
111,31.43475684876558
112,30.062771366841822
113,31.868509525606264
114,29.884425721747387
115,34.933433651364574
116,29.643618807602465
117,32.46918085222752
118,28.400949578251048
119,26.48701728580937
120,34.888266107013216
121,28.566958108421666
122,34.47297571262045
123,30.605974800408617
124,31.919388309070865
125,37.111597117652494
126,33.7456640066444
127,33.939879497414104
128,26.087839817980736
129,29.887229436320034
130,30.03946927445994
131,33.22717088423843
132,35.342673064077964
133,30.413701264494545
134,30.402021469517067
135,29.008711776285264
136,32.412892523572964
137,34.828914176833585
138,31.276917028642718
139,30.98234304739965
140,32.8564531028
141,29.47880370497742
142,33.46396276929214
143,30.21283666214274
144,29.763182641355524
145,33.43618673641125
146,35.06650904633179
147,35.25226822331634
